Application number,Applicant,Year of application,Patent system
JP2017528125A,EVOLVA,2017,JPO
JP2017528162A,PERFECT DAY INC,2017,JPO
JP2017529078A,MATRIX GENETICS,2017,JPO
JP2017529352A,SAFEWHITE,2017,JPO
JP2017532018A,BELLICUM PHARMACEUTICALS INC,2017,JPO
JP2017532949A,NUFARM,2017,JPO
JP2017537643A,VIRIDOS,2017,JPO
JP2018012721A,CHISSO CORPORATION,2018,JPO
JP2018019705A,KOBE UNIVERSITY,2018,JPO
JP2018019715A,EVOLVA,2018,JPO
JP2018023308A,TOKIO INSTITUTE OF TECHNOLOGY,2018,JPO
JP2018042567A,TOYOBO CO LTD,2018,JPO
JP2018046814A,AJINOMOTO,2018,JPO
JP2018046876A,TOYOBO CO LTD,2018,JPO
JP2018050556A,SUMITOMO CHEMICAL,2018,JPO
JP2018052882A,SUMITOMO CHEMICAL,2018,JPO
JP2018065772A,YAMAGUCHI UNIVERSITY,2018,JPO
JP2018068243A,JAPAN INTERNATIONAL RESEARCH CENTER FOR AGRICULTURAL SCIENCE,2018,JPO
JP2018075003A,NUFARM,2018,JPO
JP2018088902A,KAO CORPORATION,2018,JPO
JP2018099107A,KAO CORPORATION,2018,JPO
JP2018108096A,DSM IP ASSETS BV,2018,JPO
JP2018113983A,BAYER,2018,JPO
JP2018121639A,BASF,2018,JPO
JP2018121648A,IFF,2018,JPO
JP2018121660A,SANOFI,2018,JPO
JP2018126095A,KAO CORPORATION,2018,JPO
JP2018134058A,HOKKAIDO UNIVERSITY,2018,JPO
JP2018134085A,CHEVRON,2018,JPO
JP2018134113A,KIEPPE PATRIMONIAL,2018,JPO
JP2018138048A,TOKYO UNIVERSITY,2018,JPO
JP2018138060A,KIOST,2018,JPO
JP2018139587A,VIRIDOS,2018,JPO
JP2018141797A,SEIKAGAKU CORPORATION,2018,JPO
JP2018143117A,TOYOHASHI UNIVERSITY OF TECHNOLOGY,2018,JPO
JP2018143192A,KAO CORPORATION,2018,JPO
JP2018161129A,TOYOBO CO LTD,2018,JPO
JP2018174793A,KAO CORPORATION,2018,JPO
JP2018198598A,BASF,2018,JPO
JP2018201501A,TSUMURA AND CO,2018,JPO
JP2018201513A,KOBE UNIVERSITY,2018,JPO
JP2018500019A,BELLICUM PHARMACEUTICALS INC,2018,JPO
JP2018500037A,VIRIDOS,2018,JPO
JP2018500909A,DONGBU FARM HANNONG CO LTD,2018,JPO
JP2018501801A,"THE UNITED STATES OF AMERICA AS REPRESENTED BY THE SECRETARY DEPARTMENT OF HEALTH AND HUMAN SERVICES,BARNEY S GRAHAM,MASARU KANEKIYO,HADI M YASSINE",2018,JPO
JP2018501810A,INRA,2018,JPO
JP2018507840A,"INDUSTRY-ACADEMIC COOPERATION FOUNDATION, YONSEI UNIVERSITY",2018,JPO
JP2018507853A,AGENCY FOR SCIENCE TECHNOLOGY AMD RESEARCH,2018,JPO
JP2018509142A,RADIOMETER MEDICAL APS,2018,JPO
JP2018509909A,UNIV TEXAS [US],2018,JPO
JP2018511602A,PRECIGEN,2018,JPO
JP2018512040A,DU PONT,2018,JPO
JP2018512109A,DU PONT,2018,JPO
JP2018516080A,EVOLVA,2018,JPO
JP2018519829A,UNIVERSITY OF TORONTO,2018,JPO
JP2018519837A,MARA RENEWABLES CORPORATION,2018,JPO
JP2018521640A,OXFORD UNIVERSITY,2018,JPO
JP2018522569A,EVOLVA,2018,JPO
JP2018526975A,EISAI,2018,JPO
JP2018527931A,DU PONT,2018,JPO
JP2018529354A,CJ CHEILJEDANG CORP,2018,JPO
JP2018531017A,SANOFI,2018,JPO
JP2018532384A,SCRIPPS RESEARCH INSTITUTE,2018,JPO
JP2018533941A,DEPARTMENT OF HEALTH AND HUMAN SERVICES,2018,JPO
JP2018533976A,MERCK,2018,JPO
JP2018534943A,"EMBL,BADEN-WURTTEMBERG STIFTUNG GGMBH",2018,JPO
JP2018537692A,"BUCKMAN LABORATORIES INTERNATIONAL INC, UNIVERSITE DU QUEBEC A TROIS-RIVIERES",2018,JPO
JP2019000122A,SEIKAGAKU CORPORATION,2019,JPO
JP2019010112A,CHEVRON,2019,JPO
JP2019013230A,"KARL A DEISSEROTH,FENG ZHANG",2019,JPO
JP2019014759A,SBI BIOTECH CO,2019,JPO
JP2019022492A,CSIRO,2019,JPO
JP2019022493A,CSIRO,2019,JPO
JP2019047756A,KAO CORPORATION,2019,JPO
JP2019048874A,SBI BIOTECH CO,2019,JPO
JP2019050750A,KAO CORPORATION,2019,JPO
JP2019050771A,OSAKA UNIVERSITY,2019,JPO
JP2019062927A,MITSUBISHI,2019,JPO
JP2019065012A,RIKEN,2019,JPO
JP2019068815A,TOYOBO CO LTD,2019,JPO
JP2019092457A,OSAKA CITY UNIVERSITY,2019,JPO
JP2019118261A,UNIVERSITY OF FUKUI,2019,JPO
JP2019140953A,TOKYO UNIVERSITY OF MARINE SCIENCE AND TECHNOLOGY,2019,JPO
JP2019146573A,EVOLVA,2019,JPO
JP2019151579A,TOKYO UNIVERSITY OF MARINE SCIENCE AND TECHNOLOGY,2019,JPO
JP2019187284A,KOCHI UNIVERSITY,2019,JPO
JP2019205423A,ASAHI,2019,JPO
JP2019216643A,KAO CORPORATION,2019,JPO
JP2019501662A,UNIVERSITAET HAMBURG,2019,JPO
JP2019501961A,DNA ESSENCE GMBH,2019,JPO
JP2019502394A,MIBMIK,2019,JPO
JP2019503657A,PROVIVI INC,2019,JPO
JP2019503998A,CSIRO,2019,JPO
JP2019504649A,BENSON HILL BIOSYSTEMS,2019,JPO
JP2019505223A,BASF,2019,JPO
JP2019515081A,NOVOZYMES,2019,JPO
JP2019518424A,NOVARTIS,2019,JPO
JP2019519210A,ADICET BIO INC,2019,JPO
JP2019519466A,GUARD THERAPEUTICS,2019,JPO
JP2019525735A,DKFZ,2019,JPO
JP2019533424A,FARMHANNONG,2019,JPO
JP2020000120A,IDEMITSU KOSAN,2020,JPO
JP2020011916A,IDEMITSU KOSAN,2020,JPO
JP2020028240A,NAGOYA UNIVERSITY,2020,JPO
JP2020031561A,KAO CORPORATION,2020,JPO
JP2020036576A,"ORIENTAL YEAST CO LTD,OSAKA UNIVERSITY",2020,JPO
JP2020036582A,KAGOSHIMA UNIVERSITY,2020,JPO
JP2020054250A,SPIBER INC,2020,JPO
JP2020058318A,B FOOD SCIENCE CO LTD,2020,JPO
JP2020058321A,KAO CORPORATION,2020,JPO
JP2020058322A,KAO CORPORATION,2020,JPO
JP2020080698A,KAO CORPORATION,2020,JPO
JP2020099308A,TOYOTA,2020,JPO
JP2020137423A,HIROSHIMA UNIVERSITY,2020,JPO
JP2021023208A,RIKEN,2021,JPO
JP2021071966A,RICOH COMPANY LTD,2021,JPO
JP2021078379A,TOKIO INSTITUTE OF TECHNOLOGY,2021,JPO
JP2021090395A,TUAT,2021,JPO
JP2021101628A,KAO CORPORATION,2021,JPO
JP2021108558A,KAO CORPORATION,2021,JPO
JP2021112164A,CHISSO CORPORATION,2021,JPO
JP2021122189A,KYOTO UNIVERSITY,2021,JPO
JP2021141868A,KYUSHU UNIVERSITY,2021,JPO
JP2021162549A,FUKUOKA UNIVERSITY,2021,JPO
JP2021185806A,SYSMEX CORPORATION,2021,JPO
JP2021185862A,HIROSHIMA UNIVERSITY,2021,JPO
JP2021521798A,JOHNS HOPKINS UNIVERSITY,2021,JPO
JP2022029888A,DKK-TOA CORPORATION,2022,JPO
JP2022085988A,B FOOD SCIENCE CO LTD,2022,JPO
KR1020050023264A,DSM IP ASSETS BV,2005,KIPO
KR1020080009102A,POSCO,2008,KIPO
KR1020080104374A,DSM IP ASSETS BV,2008,KIPO
KR1020090004971A,DSM IP ASSETS BV,2009,KIPO
KR1020090007699A,JAPAN TOBACCO INC,2009,KIPO
KR1020090041909A,INHA-INDUSTRY PARTNERSHIP INSTITUTE,2009,KIPO
KR1020090046984A,DONG-A UNIVERSITY RESEARCH FOUNDATION FOR INDUSTRY-ACADEMY COOPERATION,2009,KIPO
KR1020090059780A,"INDUSTRY-ACADEMIC COOPERATION FOUNDATION, YONSEI UNIVERSITY",2009,KIPO
KR1020090060124A,KIOST,2009,KIPO
KR1020090106085A,SUNGKYUNKWAN UNIVERSITY FOUNDATION FOR CORPORATE COLLABORATION,2009,KIPO
KR1020090119884A,BASF,2009,KIPO
KR1020090126680A,CATHOLIC UNIVERSITY INDUSTRY ACADEMIC COOPERATION FOUNDATION,2009,KIPO
KR1020090132644A,TAKARA HOLDINGS,2009,KIPO
KR1020090132645A,TAKARA HOLDINGS,2009,KIPO
KR1020100020963A,DSM IP ASSETS BV,2010,KIPO
KR1020100024438A,ROCHE DIAGNOSTICS,2010,KIPO
KR1020100027817A,CHUNG-ANG UNIVERSITY INDUSTRY-ACADEMY COOPERATION FOUNDATION|SEOUL NATIONAL UNIVERSITY,2010,KIPO
KR1020100101161A,OTSUKA PHARMACEUTICAL,2010,KIPO
KR1020100107873A,SUNGKYUNKWAN UNIVERSITY FOUNDATION FOR CORPORATE COLLABORATION,2010,KIPO
KR1020100108241A,KOREA UNIVERSITY RESEARCH AND BUSINESS FOUNDATION,2010,KIPO
KR1020100108687A,INJE UNIVERSITY INDUSTRY-ACADEMIC COOPERATION FOUNDATION,2010,KIPO
KR1020100109743A,CHEJU NATIONAL UNIVERSITY INDUSTRY-ACADEMIC COOPERATION FOUNDATION,2010,KIPO
KR1020100109822A,CHEJU NATIONAL UNIVERSITY INDUSTRY-ACADEMIC COOPERATION FOUNDATION,2010,KIPO
KR1020100122778A,KIST,2010,KIPO
KR1020100127821A,DU PONT,2010,KIPO
KR1020110000776A,REPUBLIC OF KOREA,2011,KIPO
KR1020110011016A,KIOST,2011,KIPO
KR1020110017289A,UNIVERSITY-INDUSTRY COOPERATION GROUP OF KYUNG HEE UNIVERSITY,2011,KIPO
KR1020110019744A,CHEVRON,2011,KIPO
KR1020110019745A,CHEVRON,2011,KIPO
KR1020110031529A,KANGNUNG-WONJU NATIONAL UNIVERSITY INDUSTRY ACADEMY COOPERATION GROUP,2011,KIPO
KR1020110036369A,INDUSTRY FOUNDATION OF CHONNAM NATIONAL UNIVERSITY,2011,KIPO
KR1020110048111A,"DONG-EUI EDUCATIONAL, FOUNDATION",2011,KIPO
KR1020110063576A,IFF,2011,KIPO
KR1020110063920A,REPUBLIC OF KOREA,2011,KIPO
KR1020110063923A,REPUBLIC OF KOREA,2011,KIPO
KR1020110069283A,KIOST,2011,KIPO
KR1020110089145A,IRM LLC,2011,KIPO
KR1020110093912A,KIOST,2011,KIPO
KR1020110093913A,KIOST,2011,KIPO
KR1020110103750A,SUNGKYUNKWAN UNIVERSITY FOUNDATION FOR CORPORATE COLLABORATION,2011,KIPO
KR1020110106174A,KIOST,2011,KIPO
KR1020110115905A,CHEJU NATIONAL UNIVERSITY INDUSTRY-ACADEMIC COOPERATION FOUNDATION,2011,KIPO
KR1020110116495A,KRIBB,2011,KIPO
KR1020110125422A,KONKUK UNIVERSITY INDUSTRIAL COOPERATION CORP,2011,KIPO
KR1020110126009A,KIOST,2011,KIPO
KR1020110126011A,KIOST,2011,KIPO
KR1020110126012A,KIOST,2011,KIPO
KR1020120002992A,DU PONT,2012,KIPO
KR1020120009130A,REPUBLIC OF KOREA,2012,KIPO
KR1020120014404A,SEOUL NATIONAL UNIVERSITY,2012,KIPO
KR1020120028304A,JAPAN TOBACCO INC,2012,KIPO
KR1020120031750A,KOREA UNIVERSITY RESEARCH AND BUSINESS FOUNDATION,2012,KIPO
KR1020120034169A,KONKUK UNIVERSITY INDUSTRIAL COOPERATION CORP,2012,KIPO
KR1020120034170A,KONKUK UNIVERSITY INDUSTRIAL COOPERATION CORP,2012,KIPO
KR1020120058520A,ARCTICZYMES,2012,KIPO
KR1020120063907A,KRIBB,2012,KIPO
KR1020120079258A,INDUSTRIAL COOPERATION FOUNDATION CHONBUK NATIONAL UNIVERSITY,2012,KIPO
KR1020120086602A,GYEONGBUK INSTITUTE FOR MARINE BIOINDUSTRY|KIOST,2012,KIPO
KR1020120089247A,DSM IP ASSETS BV,2012,KIPO
KR1020120092820A,SUNGKYUNKWAN UNIVERSITY FOUNDATION FOR CORPORATE COLLABORATION,2012,KIPO
KR1020120096465A,LONZA,2012,KIPO
KR1020120097502A,DSM IP ASSETS BV,2012,KIPO
KR1020120115291A,AQUA BIO TECHNOLOGY ASA,2012,KIPO
KR1020120116612A,KOREA UNIVERSITY RESEARCH AND BUSINESS FOUNDATION,2012,KIPO
KR1020120120723A,KIOST,2012,KIPO
KR1020120123726A,DSM IP ASSETS BV,2012,KIPO
KR1020120126827A,HANKUK UNIVERSITY OF FOREIGN STUDIES RESEARCH AND INDUSTRY-UNIVERSITY COOPERATION FOUNDATION|KIOST,2012,KIPO
KR1020120128337A,CHONNAM NATIONAL UNIVERSITY,2012,KIPO
KR1020120131042A,KIOST,2012,KIPO
KR1020130004743A,KYUNGPOOK NATIONAL UNIVERSITY INDUSTRY-ACADEMIC COOPERATION FOUNDATION,2013,KIPO
KR1020130006513A,OTSUKA PHARMACEUTICAL,2013,KIPO
KR1020130008074A,OTSUKA PHARMACEUTICAL,2013,KIPO
KR1020130009817A,TOYOTA,2013,KIPO
KR1020130013453A,REPUBLIC OF KOREA,2013,KIPO
KR1020130014445A,INDUSTRY-ACADEMIC COOPERATION FOUNDATION GYEONGSANG NATIONAL UNIVERSITY,2013,KIPO
KR1020130014516A,TORAY,2013,KIPO
KR1020130019309A,KONKUK UNIVERSITY INDUSTRIAL COOPERATION CORP,2013,KIPO
KR1020130026411A,KYUSHU UNIVERSITY,2013,KIPO
KR1020130026512A,BASF,2013,KIPO
KR1020130027063A,IFF,2013,KIPO
KR1020130027452A,PLASMIA BIOTECH,2013,KIPO
KR1020130027551A,IFF,2013,KIPO
KR1020130028983A,BASF,2013,KIPO
KR1020130028984A,BASF,2013,KIPO
KR1020130030799A,KIOST,2013,KIPO
KR1020130035268A,BASF,2013,KIPO
KR1020130039342A,BASF,2013,KIPO
KR1020130039672A,KRIBB,2013,KIPO
KR1020130058248A,KIOST,2013,KIPO
KR1020130065900A,SOGANG UNIVERSITY RESEARCH,2013,KIPO
KR1020130090055A,CATHOLIC UNIVERSITY INDUSTRY ACADEMIC COOPERATION FOUNDATION,2013,KIPO
KR1020130101496A,INDUSTRIAL COOPERATION FOUNDATION CHONBUK NATIONAL UNIVERSITY,2013,KIPO
KR1020130102990A,KOREA UNIVERSITY RESEARCH AND BUSINESS FOUNDATION,2013,KIPO
KR1020130105649A,IFF,2013,KIPO
KR1020130105659A,SCRIPPS RESEARCH INSTITUTE,2013,KIPO
KR1020130107429A,DK HOLDINGS COMPANY LTD,2013,KIPO
KR1020130109974A,CORTEVA,2013,KIPO
KR1020130114025A,KIOST,2013,KIPO
KR1020130116155A,"KANG STEM HOLDINGS CO., LTD|SEOUL NATIONAL UNIVERSITY",2013,KIPO
KR1020130117753A,IFF,2013,KIPO
KR1020130122603A,EVOLVA,2013,KIPO
KR1020130128663A,IUCF-HYU,2013,KIPO
KR1020130128885A,KOREA UNIVERSITY RESEARCH AND BUSINESS FOUNDATION,2013,KIPO
KR1020130129777A,KYUNGPOOK NATIONAL UNIVERSITY INDUSTRY-ACADEMIC COOPERATION FOUNDATION,2013,KIPO
KR1020130133893A,OTSUKA PHARMACEUTICAL,2013,KIPO
KR1020130133894A,OTSUKA PHARMACEUTICAL,2013,KIPO
KR1020130138582A,UNIVERSITY OF ULSAN FOUNDATION FOR INDUSTRY COOPERATION,2013,KIPO
KR1020130138760A,DU PONT,2013,KIPO
KR1020130142636A,REPUBLIC OF KOREA,2013,KIPO
KR1020140002221A,KOREA UNIVERSITY RESEARCH AND BUSINESS FOUNDATION,2014,KIPO
KR1020140003826A,"GREEN CORSS VETERINARY PORDUCTS CO., LTD",2014,KIPO
KR1020140008295A,DU PONT,2014,KIPO
KR1020140012026A,GREEN PHENOL DEVELOPMENT,2014,KIPO
KR1020140015439A,CORBION,2014,KIPO
KR1020140018624A,"ADBIOTECH CO., LTD",2014,KIPO
KR1020140022962A,MITSUI CHEMICALS INC,2014,KIPO
KR1020140024328A,BAYER,2014,KIPO
KR1020140026479A,CORTEVA,2014,KIPO
KR1020140033354A,BAYER,2014,KIPO
KR1020140033617A,THE CATHOLIC UNIVERSITY OF KOREA INDUSTRY-ACADEMIC COOPERATION FOUNDATION,2014,KIPO
KR1020140039972A,CHUNG-ANG UNIVERSITY INDUSTRY-ACADEMY COOPERATION FOUNDATION,2014,KIPO
KR1020140043890A,PROTERRO INC,2014,KIPO
KR1020140049634A,IUCF-HYU,2014,KIPO
KR1020140051249A,TOKIO INSTITUTE OF TECHNOLOGY,2014,KIPO
KR1020140055890A,SOGANG UNIVERSITY RESEARCH,2014,KIPO
KR1020140057322A,EVOLVA,2014,KIPO
KR1020140063569A,CSIRO,2014,KIPO
KR1020140066881A,REPUBLIC OF KOREA,2014,KIPO
KR1020140091742A,AJINOMOTO,2014,KIPO
KR1020140093981A,AMYRIS,2014,KIPO
KR1020140099629A,KOREA UNIVERSITY RESEARCH AND BUSINESS FOUNDATION,2014,KIPO
KR1020140107356A,HANGZHOU RUIFENG BIOTECHNOLOGY,2014,KIPO
KR1020140111240A,KOREA UNIVERSITY RESEARCH AND BUSINESS FOUNDATION,2014,KIPO
KR1020140113997A,IFF,2014,KIPO
KR1020140117004A,REPUBLIC OF KOREA,2014,KIPO
KR1020140119211A,IUCF-HYU,2014,KIPO
KR1020140120093A,KIOST,2014,KIPO
KR1020140122902A,SEOUL NATIONAL UNIVERSITY,2014,KIPO
KR1020140125293A,THE CATHOLIC UNIVERSITY OF KOREA INDUSTRY-ACADEMIC COOPERATION FOUNDATION,2014,KIPO
KR1020140126337A,SBI BIOTECH CO,2014,KIPO
KR1020140130655A,AMOREPACIFIC CORPORATION,2014,KIPO
KR1020140132634A,THE INDUSTRY & ACADEMIC COOPERATION IN CHUNGNAM NATIONAL UNIVERSITY (IAC),2014,KIPO
KR1020140133455A,KOREA UNIVERSITY RESEARCH AND BUSINESS FOUNDATION,2014,KIPO
KR1020140133457A,KOREA UNIVERSITY RESEARCH AND BUSINESS FOUNDATION,2014,KIPO
KR1020140139118A,BASF,2014,KIPO
KR1020140140580A,SCRIPPS RESEARCH INSTITUTE,2014,KIPO
KR1020140140615A,BASF,2014,KIPO
KR1020140141228A,GENECHEM INC,2014,KIPO
KR1020140144355A,KIOST,2014,KIPO
KR1020140144356A,KIOST,2014,KIPO
KR1020140144442A,KIOST,2014,KIPO
KR1020140144443A,KIOST,2014,KIPO
KR1020140144823A,KIOST,2014,KIPO
KR1020140144824A,KIOST,2014,KIPO
KR1020140145221A,KIOST,2014,KIPO
KR1020140147982A,INDUSTRY-ACADEMIC COOPERATION FOUNDATION GYEONGSANG NATIONAL UNIVERSITY,2014,KIPO
KR1020150004095A,SOGANG UNIVERSITY RESEARCH,2015,KIPO
KR1020150009509A,KIOST,2015,KIPO
KR1020150009510A,KIOST,2015,KIPO
KR1020150014424A,KIOST,2015,KIPO
KR1020150014425A,KIOST,2015,KIPO
KR1020150014566A,IUCF-HYU,2015,KIPO
KR1020150016006A,POSCO,2015,KIPO
KR1020150016070A,KIOST,2015,KIPO
KR1020150023958A,DU PONT,2015,KIPO
KR1020150031220A,TOYAMA PREFECTURE,2015,KIPO
KR1020150032930A,"GREENFIELD, DEREK, L.|SCHIRMER, ANDREAS, W.|CLARKE, ELIZABETH, J.|GROBAN, ELI, S.|DA COSTA, BERNARDO, M.|HU, ZHIHAO|HOLDEN, KEVIN|HELMAN, NOAH|CHEVRON",2015,KIPO
KR1020150036133A,IFF,2015,KIPO
KR1020150037771A,CSIRO,2015,KIPO
KR1020150041369A,EULJI UNIVERSITY INDUSTRY ACADEMY COOPERATION FOUNDATION,2015,KIPO
KR1020150042598A,KAIST,2015,KIPO
KR1020150043040A,KOREA UNIVERSITY RESEARCH AND BUSINESS FOUNDATION,2015,KIPO
KR1020150051206A,SEOUL NATIONAL UNIVERSITY,2015,KIPO
KR1020150052904A,REPUBLIC OF KOREA,2015,KIPO
KR1020150054832A,IFF,2015,KIPO
KR1020150056603A,CHEVRON,2015,KIPO
KR1020150058593A,REPUBLIC OF KOREA,2015,KIPO
KR1020150062853A,KIOST,2015,KIPO
KR1020150068925A,KIEPPE PATRIMONIAL,2015,KIPO
KR1020150070186A,ASTRAZENECA AB,2015,KIPO
KR1020150080746A,PUSAN NATIONAL UNIVERSITY INDUSTRY-UNIVERSITY COOPERATION FOUNDATION,2015,KIPO
KR1020150082263A,ROTHAMSTED,2015,KIPO
KR1020150088597A,UNIST ACADEMY-INDUSTRY RESEARCH CORPORATION,2015,KIPO
KR1020150091499A,MICROCOAT,2015,KIPO
KR1020150093721A,"ZALTSMAN, ADI",2015,KIPO
KR1020150094741A,CHEVRON,2015,KIPO
KR1020150095684A,NOVARTIS,2015,KIPO
KR1020150101247A,KIOST,2015,KIPO
KR1020150105471A,CHEVRON,2015,KIPO
KR1020150107972A,MYONGJI UNIVERSITY INDUSTRY AND ACADEMIA COOPERATION FOUNDATION,2015,KIPO
KR1020150113811A,CJ CHEILJEDANG CORP,2015,KIPO
KR1020150122542A,REPUBLIC OF KOREA,2015,KIPO
KR1020150127618A,REGENERON PHARMA,2015,KIPO
KR1020150128854A,CIBUS US LLC,2015,KIPO
KR1020150129847A,COLUMBIA UNIVERSITY,2015,KIPO
KR1020150130424A,BAYER,2015,KIPO
KR1020150131152A,DSM IP ASSETS BV,2015,KIPO
KR1020150132310A,AMYRIS,2015,KIPO
KR1020150132395A,HARVARD MEDICAL SCHOOL,2015,KIPO
KR1020150145673A,KAIST,2015,KIPO
KR1020160002869A,CAMBREX IEP GMBH,2016,KIPO
KR1020160004110A,KIST,2016,KIPO
KR1020160006030A,SAMSUNG ELECTRONICS,2016,KIPO
KR1020160010360A,KAIST,2016,KIPO
KR1020160019480A,INDUSTRY-ACADEMIC COOPERATION FOUNDATION GYEONGSANG NATIONAL UNIVERSITY,2016,KIPO
KR1020160020445A,"CALYSTA, INC",2016,KIPO
KR1020160020459A,HANNAM UNIVERSITY INSTITUTE FOR INDUSTRY-ACADEMIA COOPERATION,2016,KIPO
KR1020160021075A,GLYCOBIA,2016,KIPO
KR1020160022290A,GLYCOBIA,2016,KIPO
KR1020160023737A,KIOST,2016,KIPO
KR1020160026180A,KONKUK UNIVERSITY INDUSTRIAL COOPERATION CORP,2016,KIPO
KR1020160028869A,KIST,2016,KIPO
KR1020160030187A,THE BROAD INSTITUTE,2016,KIPO
KR1020160033356A,LG CHEM LTD,2016,KIPO
KR1020160034934A,SBI BIOTECH CO,2016,KIPO
KR1020160036391A,KRIBB,2016,KIPO
KR1020160037802A,"VIROMED CO., LTD",2016,KIPO
KR1020160039734A,KOREA UNIVERSITY RESEARCH AND BUSINESS FOUNDATION,2016,KIPO
KR1020160040963A,"INDUSTRY-ACADEMIC COOPERATION FOUNDATION, YONSEI UNIVERSITY",2016,KIPO
KR1020160042266A,SUNGKYUNKWAN UNIVERSITY FOUNDATION FOR CORPORATE COLLABORATION,2016,KIPO
KR1020160049072A,KIOST,2016,KIPO
KR1020160054719A,SUNGKYUNKWAN UNIVERSITY FOUNDATION FOR CORPORATE COLLABORATION,2016,KIPO
KR1020160062986A,KIOST,2016,KIPO
KR1020160068094A,KOREA RESEARCH INSTITUTE OF CHEMICAL TECHNOLOGY,2016,KIPO
KR1020160071514A,KAIST,2016,KIPO
KR1020160073340A,FARMHANNONG,2016,KIPO
KR1020160077750A,KRIBB,2016,KIPO
KR1020160083742A,MEDICINAL BIOCONVERGENCE RESEARCH CENTER,2016,KIPO
KR1020160086217A,SAMSUNG BIOLOGICS CO,2016,KIPO
KR1020160088012A,KOREA UNIVERSITY RESEARCH AND BUSINESS FOUNDATION,2016,KIPO
KR1020160090823A,BAYER,2016,KIPO
KR1020160096841A,THE CATHOLIC UNIVERSITY OF KOREA INDUSTRY-ACADEMIC COOPERATION FOUNDATION,2016,KIPO
KR1020160097076A,THE CATHOLIC UNIVERSITY OF KOREA INDUSTRY-ACADEMIC COOPERATION FOUNDATION,2016,KIPO
KR1020160099717A,CHEVRON,2016,KIPO
KR1020160099954A,KIOST,2016,KIPO
KR1020160102039A,GUANGZHOU SHENGLU BIOTECH LIMITED COMPANY,2016,KIPO
KR1020160103994A,ASYMCHEM LABORATORIES,2016,KIPO
KR1020160108384A,KIOST,2016,KIPO
KR1020160108560A,ENZYMATICA AB,2016,KIPO
KR1020160110955A,THE UNIVERSITY OF QUEENSLAND,2016,KIPO
KR1020160111915A,CORTEVA,2016,KIPO
KR1020160111921A,CSIRO,2016,KIPO
KR1020160114654A,KIOST,2016,KIPO
KR1020160118784A,"PNP BIOPHARM CO., LTD",2016,KIPO
KR1020160121720A,SEOUL NATIONAL UNIVERSITY,2016,KIPO
KR1020160123088A,THE INDUSTRY & ACADEMIC COOPERATION IN CHUNGNAM NATIONAL UNIVERSITY (IAC),2016,KIPO
KR1020160125619A,DONG-A UNIVERSITY RESEARCH FOUNDATION FOR INDUSTRY-ACADEMY COOPERATION,2016,KIPO
KR1020160128934A,THE CATHOLIC UNIVERSITY OF KOREA INDUSTRY-ACADEMIC COOPERATION FOUNDATION,2016,KIPO
KR1020160139842A,KOREA UNIVERSITY RESEARCH AND BUSINESS FOUNDATION,2016,KIPO
KR1020160143644A,GREEN PHENOL DEVELOPMENT,2016,KIPO
KR1020160145166A,TERACLON,2016,KIPO
KR1020160146629A,FARMHANNONG,2016,KIPO
KR1020170005587A,UNIVERSITY OF ULSAN FOUNDATION FOR INDUSTRY COOPERATION,2017,KIPO
KR1020170006016A,UNIVERSITY OF ULSAN FOUNDATION FOR INDUSTRY COOPERATION,2017,KIPO
KR1020170006687A,AJOU UNIVERSITY INDUSTRY-ACADEMIC COOPERATION FOUNDATION,2017,KIPO
KR1020170009216A,KONKUK UNIVERSITY INDUSTRIAL COOPERATION CORP,2017,KIPO
KR1020170010135A,CHUNG ANG UNIVERSITY INDUSTRY ACADEMIC COOPERATION FOUNDATION,2017,KIPO
KR1020170011800A,UNIVERSITY OF ULSAN FOUNDATION FOR INDUSTRY COOPERATION,2017,KIPO
KR1020170015530A,CJ CHEILJEDANG CORP,2017,KIPO
KR1020170025315A,SK GROUP,2017,KIPO
KR1020170025324A,EWHA UNIVERSITY - INDUSTRY COLLABORATION FOUNDATION,2017,KIPO
KR1020170027485A,CHONNAM NATIONAL UNIVERSITY,2017,KIPO
KR1020170035673A,KIST,2017,KIPO
KR1020170036662A,INDUSTRIAL COOPERATION FOUNDATION CHONBUK NATIONAL UNIVERSITY,2017,KIPO
KR1020170039657A,CSIRO,2017,KIPO
KR1020170040263A,ARCTICZYMES,2017,KIPO
KR1020170041209A,EVOLVA,2017,KIPO
KR1020170045539A,"INDUSTRY-ACADEMIC COOPERATION FOUNDATION, DANKOOK UNIVERSITY",2017,KIPO
KR1020170046956A,KIST,2017,KIPO
KR1020170047642A,CJ CHEILJEDANG CORP,2017,KIPO
KR1020170050566A,THE CATHOLIC UNIVERSITY OF KOREA INDUSTRY-ACADEMIC COOPERATION FOUNDATION,2017,KIPO
KR1020170053636A,TAKARA HOLDINGS,2017,KIPO
KR1020170054679A,REPUBLIC OF KOREA,2017,KIPO
KR1020170089426A,INDUSTRY-ACADEMIC COOPERATION FOUNDATION GYEONGSANG NATIONAL UNIVERSITY,2017,KIPO
KR1020170098338A,CHUNGBUK NATIONAL UNIVERSITY INDUSTRY-ACADEMIC COOPERATION FOUNDATION,2017,KIPO
KR1020170098888A,REGENERON PHARMA,2017,KIPO
KR1020170099722A,UNIVERSITY OF ULSAN FOUNDATION FOR INDUSTRY COOPERATION,2017,KIPO
KR1020170100288A,"PNP BIOPHARM CO., LTD",2017,KIPO
